trade_timestamp,symbol,open,high,low,close,volume
2025-06-13 19:59:00,NVDA,141.7550,141.8001,141.7000,141.8000,18217
2025-06-13 19:58:00,NVDA,141.7700,141.7700,141.7300,141.7598,25840
2025-06-13 19:57:00,NVDA,141.7400,141.7800,141.7300,141.7301,14185
2025-06-13 19:56:00,NVDA,141.8100,141.8100,141.7400,141.7800,51859
2025-06-13 19:55:00,NVDA,141.7905,141.8200,141.7800,141.7800,13572
2025-06-13 19:54:00,NVDA,141.8350,141.8350,141.7700,141.8000,29932
2025-06-13 19:53:00,NVDA,141.8300,141.8500,141.8100,141.8500,1196
2025-06-13 19:52:00,NVDA,141.8097,141.8300,141.8000,141.8200,3131
2025-06-13 19:51:00,NVDA,141.7800,141.8100,141.7700,141.8000,2137
2025-06-13 19:50:00,NVDA,141.7700,141.8000,141.7700,141.7800,559
2025-06-13 19:49:00,NVDA,141.7985,141.8000,141.7700,141.7895,4374
2025-06-13 19:48:00,NVDA,141.7900,141.8000,141.7800,141.8000,2595
2025-06-13 19:47:00,NVDA,141.7900,141.8100,141.7700,141.7700,5195
2025-06-13 19:46:00,NVDA,141.7900,141.8000,141.7700,141.8000,9757
2025-06-13 19:45:00,NVDA,141.7900,141.8000,141.7700,141.7950,2623
2025-06-13 19:44:00,NVDA,141.7950,141.8100,141.7800,141.7900,2673
2025-06-13 19:43:00,NVDA,141.8000,141.8100,141.7900,141.7900,2787
2025-06-13 19:42:00,NVDA,141.8000,141.8100,141.7900,141.8000,1422
2025-06-13 19:41:00,NVDA,141.7900,141.8200,141.7800,141.8000,3778
2025-06-13 19:40:00,NVDA,141.7900,141.8000,141.7700,141.7850,1972
2025-06-13 19:39:00,NVDA,141.7800,141.8000,141.7800,141.8000,3349
2025-06-13 19:38:00,NVDA,141.7900,141.7900,141.7800,141.7900,1259
2025-06-13 19:37:00,NVDA,141.7900,141.7900,141.7800,141.7897,2813
2025-06-13 19:36:00,NVDA,141.7700,141.7900,141.7600,141.7800,3212
2025-06-13 19:35:00,NVDA,141.7700,141.7800,141.7600,141.7699,1993
2025-06-13 19:34:00,NVDA,141.7700,141.7800,141.7700,141.7700,2837
2025-06-13 19:33:00,NVDA,141.7900,141.7900,141.7700,141.7700,1520
2025-06-13 19:32:00,NVDA,141.7700,141.7900,141.7601,141.7800,1061
2025-06-13 19:31:00,NVDA,141.7800,141.7900,141.7600,141.7600,2401
2025-06-13 19:30:00,NVDA,141.7900,141.7900,141.7600,141.7800,1964
2025-06-13 19:29:00,NVDA,141.8000,141.8000,141.7700,141.7900,2242
2025-06-13 19:28:00,NVDA,141.7800,141.8000,141.7800,141.8000,4115
2025-06-13 19:27:00,NVDA,141.7600,141.7900,141.7500,141.7800,2366
2025-06-13 19:26:00,NVDA,141.7600,141.7800,141.7500,141.7513,10549
2025-06-13 19:25:00,NVDA,141.8100,141.8100,141.7600,141.8000,5058
2025-06-13 19:24:00,NVDA,141.8100,141.8100,141.8000,141.8000,8924
2025-06-13 19:23:00,NVDA,141.8000,141.8100,141.8000,141.8000,7022
2025-06-13 19:22:00,NVDA,141.8000,141.8200,141.8000,141.8000,963
2025-06-13 19:21:00,NVDA,141.8000,141.8200,141.8000,141.8200,3249
2025-06-13 19:20:00,NVDA,141.8100,141.8200,141.8000,141.8050,2312
2025-06-13 19:19:00,NVDA,141.8150,141.8200,141.8100,141.8200,1120
2025-06-13 19:18:00,NVDA,141.8300,141.8300,141.8200,141.8200,1759
2025-06-13 19:17:00,NVDA,141.8200,141.8300,141.8100,141.8299,788
2025-06-13 19:16:00,NVDA,141.8300,141.8400,141.8100,141.8100,1356
2025-06-13 19:15:00,NVDA,141.8200,141.8400,141.8200,141.8200,1066
2025-06-13 19:14:00,NVDA,141.8300,141.8400,141.8200,141.8300,2141
2025-06-13 19:13:00,NVDA,141.8350,141.8400,141.8200,141.8300,751
2025-06-13 19:12:00,NVDA,141.8200,141.8400,141.8200,141.8400,1104
2025-06-13 19:11:00,NVDA,141.8300,141.8300,141.8100,141.8200,1318
2025-06-13 19:10:00,NVDA,141.8300,141.8400,141.8100,141.8200,3039
2025-06-13 19:09:00,NVDA,141.8200,141.8300,141.8100,141.8300,1789
2025-06-13 19:08:00,NVDA,141.8200,141.8200,141.8000,141.8200,5007
2025-06-13 19:07:00,NVDA,141.8100,141.8200,141.8000,141.8100,1773
2025-06-13 19:06:00,NVDA,141.8100,141.8200,141.8100,141.8193,6346
2025-06-13 19:05:00,NVDA,141.8300,141.8400,141.8100,141.8150,1712
2025-06-13 19:04:00,NVDA,141.8300,141.8498,141.8200,141.8300,6143
2025-06-13 19:03:00,NVDA,141.8200,141.8300,141.8100,141.8300,1415
2025-06-13 19:02:00,NVDA,141.8100,141.8300,141.8000,141.8300,3060
2025-06-13 19:01:00,NVDA,141.8200,141.8300,141.8000,141.8200,1487
2025-06-13 19:00:00,NVDA,141.8200,141.8400,141.8100,141.8100,1397
2025-06-13 18:59:00,NVDA,141.8200,141.8500,141.8000,141.8400,3570
2025-06-13 18:58:00,NVDA,141.8200,141.8200,141.8000,141.8100,383
2025-06-13 18:57:00,NVDA,141.7900,141.8200,141.7900,141.8100,1990
2025-06-13 18:56:00,NVDA,141.8100,141.8200,141.7900,141.8000,4423
2025-06-13 18:55:00,NVDA,141.8100,141.8400,141.8097,141.8100,2392
2025-06-13 18:54:00,NVDA,141.8100,141.8400,141.8100,141.8250,1258
2025-06-13 18:53:00,NVDA,141.8300,141.8400,141.8100,141.8300,11828
2025-06-13 18:52:00,NVDA,141.8300,141.8400,141.8300,141.8300,2179
2025-06-13 18:51:00,NVDA,141.8450,141.8500,141.8300,141.8350,1000
2025-06-13 18:50:00,NVDA,141.8600,141.8800,141.8000,141.8400,15231
2025-06-13 18:49:00,NVDA,141.8400,141.8600,141.8300,141.8500,4568
2025-06-13 18:48:00,NVDA,141.8500,141.8700,141.8400,141.8401,2912
2025-06-13 18:47:00,NVDA,141.8400,141.8700,141.8300,141.8500,1184
2025-06-13 18:46:00,NVDA,141.8500,141.8700,141.8300,141.8500,3297
2025-06-13 18:45:00,NVDA,141.8150,141.8600,141.8100,141.8600,5466
2025-06-13 18:44:00,NVDA,141.8150,141.8200,141.8100,141.8200,2261
2025-06-13 18:43:00,NVDA,141.8100,141.8200,141.8100,141.8100,946
2025-06-13 18:42:00,NVDA,141.8008,141.8200,141.8000,141.8200,257
2025-06-13 18:41:00,NVDA,141.8100,141.8200,141.8000,141.8100,542
2025-06-13 18:40:00,NVDA,141.8100,141.8200,141.7900,141.8200,2201
2025-06-13 18:39:00,NVDA,141.8100,141.8200,141.8000,141.8100,1850
2025-06-13 18:38:00,NVDA,141.8000,141.8200,141.7900,141.8100,1109
2025-06-13 18:37:00,NVDA,141.8000,141.8200,141.7900,141.8100,3388
2025-06-13 18:36:00,NVDA,141.8100,141.8200,141.7900,141.8000,829
2025-06-13 18:35:00,NVDA,141.8000,141.8200,141.7900,141.8000,4322
2025-06-13 18:34:00,NVDA,141.7700,141.8200,141.7700,141.8050,7989
2025-06-13 18:33:00,NVDA,141.7650,141.8000,141.7500,141.7700,3740
2025-06-13 18:32:00,NVDA,141.7698,141.7700,141.7500,141.7700,1044
2025-06-13 18:31:00,NVDA,141.8100,141.8100,141.7600,141.7700,3008
2025-06-13 18:30:00,NVDA,141.8100,141.8100,141.8000,141.8100,515
2025-06-13 18:29:00,NVDA,141.8100,141.8100,141.8000,141.8050,2447
2025-06-13 18:28:00,NVDA,141.8000,141.8100,141.8000,141.8050,845
2025-06-13 18:27:00,NVDA,141.7899,141.8100,141.7800,141.8000,2599
2025-06-13 18:26:00,NVDA,141.7600,141.7900,141.7500,141.7800,1820
2025-06-13 18:25:00,NVDA,141.7700,141.7750,141.7600,141.7700,5107
2025-06-13 18:24:00,NVDA,141.8000,141.8000,141.7600,141.7650,3064
2025-06-13 18:23:00,NVDA,141.7800,141.8000,141.7700,141.7700,1952
2025-06-13 18:22:00,NVDA,141.7800,141.8000,141.7800,141.7800,2584
2025-06-13 18:21:00,NVDA,141.8000,141.8000,141.7800,141.7899,3699
2025-06-13 18:20:00,NVDA,141.7900,141.8000,141.7900,141.8000,92
2025-06-13 18:19:00,NVDA,141.7950,141.8000,141.7900,141.8000,1696
2025-06-13 18:18:00,NVDA,141.8100,141.8100,141.7900,141.8000,938
2025-06-13 18:17:00,NVDA,141.8095,141.8100,141.7900,141.8000,1672
2025-06-13 18:16:00,NVDA,141.8000,141.8100,141.7900,141.8000,464
2025-06-13 18:15:00,NVDA,141.8000,141.8200,141.7800,141.8000,2010
2025-06-13 18:14:00,NVDA,141.7800,141.8200,141.7750,141.8000,6698
2025-06-13 18:13:00,NVDA,141.7800,141.8000,141.7700,141.7797,1042
2025-06-13 18:12:00,NVDA,141.7700,141.8000,141.7700,141.7850,4553
2025-06-13 18:11:00,NVDA,141.8000,141.8100,141.7700,141.7701,2917
2025-06-13 18:10:00,NVDA,141.8000,141.8200,141.8000,141.8050,1435
2025-06-13 18:09:00,NVDA,141.7800,141.8000,141.7700,141.8000,5224
2025-06-13 18:08:00,NVDA,141.8200,141.8200,141.7600,141.7900,1764
2025-06-13 18:07:00,NVDA,141.8000,141.8400,141.7900,141.8100,1683
2025-06-13 18:06:00,NVDA,141.7906,141.8500,141.7900,141.8200,1297
2025-06-13 18:05:00,NVDA,141.7600,141.8700,141.7500,141.8700,13464
2025-06-13 18:04:00,NVDA,141.7800,141.7800,141.7500,141.7700,4188
2025-06-13 18:03:00,NVDA,141.7800,141.8000,141.7500,141.7793,10554
2025-06-13 18:02:00,NVDA,141.8000,141.8200,141.7600,141.7800,9452
2025-06-13 18:01:00,NVDA,141.8300,141.8400,141.8005,141.8200,2969
2025-06-13 18:00:00,NVDA,141.8300,141.8800,141.8200,141.8297,1963
2025-06-13 17:59:00,NVDA,141.8650,141.8650,141.8300,141.8400,1591
2025-06-13 17:58:00,NVDA,141.8500,141.8900,141.8300,141.8500,401
2025-06-13 17:57:00,NVDA,141.8702,141.9000,141.8200,141.8496,6260
2025-06-13 17:56:00,NVDA,141.8800,141.9000,141.8600,141.8800,2663
2025-06-13 17:55:00,NVDA,141.8400,141.9000,141.8300,141.9000,1373
